Nome: CARAVELAS
Codigo Estacao: A405
Latitude: -17.73944444
Longitude: -39.25861111
Altitude: 6.05
Situacao: Pane
Data Inicial: 2002-12-19
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2010-09-30;null;null;null;null;null;
2010-10-31;null;null;null;null;null;
2010-11-30;461,6;1011,993333;24,984583;7,6;3,059722;
2010-12-31;20,4;1009,968683;26,224866;7,2;3,283737;
2011-01-31;35,4;1012,1;26,395027;7;2,639919;
2011-02-28;27,2;1012,80997;26,623066;5,9;2,124851;
2011-03-31;null;1011,349476;26,158027;8,8;2,291349;
2011-04-30;null;1014,237361;25,622639;5,4;1,986528;
2011-05-31;null;1016,09328;23,397446;6,6;2,10793;
2011-06-30;null;1017,639167;22,611528;8,4;2,497639;
2011-07-31;null;1019,009543;21,994758;5,9;1,895565;
2011-08-31;null;1018,618683;22,720833;7,1;2,467876;
2011-09-30;null;1020,069167;22,475139;8,7;2,996806;
2011-10-31;null;1014,452151;24,338038;8,8;3,566667;
2011-11-30;159,4;1014,564435;23,587053;7,1;2,856101;
2011-12-31;189,8;1012,797849;25,21371;6,7;2,838844;
2012-01-31;52;1014,020565;25,828629;7,5;2,572177;
2012-02-29;57,8;1014,310057;26,065086;6;2,253736;
2012-03-31;265;1014,240276;25,98009;6,7;1,981171;
2012-04-30;148;1014,043611;25,630556;6,5;1,676944;
2012-05-31;263,4;1016,91922;23,484946;6,8;2,104435;
2012-06-30;139,2;1018,2041;23,296479;6,9;1,300954;
2012-07-31;109,6;1019,136021;22,514113;8,5;1,594758;
2012-08-31;156;1021,849731;22,862639;6,8;2,390745;
2012-09-30;83,4;1019,153611;23,349861;8,4;3,159306;
2012-10-31;167,6;1016,125403;23,974462;7,3;2,70578;
2012-11-30;382,4;1012,353194;25,025556;7;2,627917;
2012-12-31;15,8;1012,462634;26,406452;6,6;2,87043;
2013-01-31;72,6;1013,279301;26,589919;6,8;2,63078;
2013-02-28;17,8;1013,835863;26,699107;6,3;2,267113;
2013-03-31;168,8;1013,503917;26,778448;7,2;2,561028;
2013-04-30;126,6;1014,975694;25,209722;7,8;2,314306;
2013-05-31;41,2;1016,274059;24,048387;7,5;2,048387;
2013-06-30;null;1017,880157;23,46286;7,3;1,752285;
2013-07-31;null;null;null;8,9;null;
2013-08-31;null;null;null;5,1;null;
2013-09-30;null;null;null;6,6;null;
2013-10-31;206,2;1016,573779;23,883988;7,7;3,044448;
2013-11-30;299,6;1013,805417;25,004583;6,9;2,711389;
2013-12-31;341,6;1011,324194;25,61035;7,6;3,433602;
2014-01-31;74,2;1015,05914;26,000538;5,4;2,008871;
2014-02-28;92,8;1014,307589;26,248214;5,6;1,91994;
2014-03-31;220,6;1014,404301;25,983871;5,4;1,8875;
2014-04-30;115,2;1014,418056;25,443611;7,6;2,019861;
2014-05-31;null;null;null;null;null;
2014-06-30;null;null;null;4,2;null;
2014-07-31;222,2;1021,220296;22,482392;7,9;2,155511;
2014-08-31;56,8;1020,064919;22,253898;9,3;2,116532;
2014-09-30;9,2;1018,383333;23,3775;11,2;2,879167;
2014-10-31;null;1017,381855;23,7875;10,5;3,146371;
2014-11-30;137,2;1013,992778;24,8475;7,1;2,912083;
2014-12-31;64,4;1014,397446;25,462903;6,5;2,535081;
2015-01-31;18,2;1015,328372;26,445337;6,5;2,483386;
2015-02-28;45;1014,307441;27,013839;7;2,289137;
2015-03-31;115,4;1013,655645;26,472984;7,6;2,05578;
2015-04-30;101,2;1014,13625;25,827083;7,7;2,33;
2015-05-31;139;1017,18293;24,322043;7,3;2,161694;
2015-06-30;209,6;1019,748333;23,476945;7,8;2,202083;
2015-07-31;90,2;1020,063979;22,584812;6,9;1,605242;
2015-08-31;1,8;1019,894355;22,530511;6,1;1,823118;
2015-09-30;,2;1016,515833;24,40625;7;2,841944;
2015-10-31;53,4;1016,304167;25,395296;6,3;2,995027;
2015-11-30;31;1012,544722;26,512083;7,5;3,426389;
2015-12-31;21,8;1014,64664;27,141532;7;3,099597;
2016-01-31;192,8;1012,612097;26,581183;7,6;2,997849;
2016-02-29;1,2;1014,393534;27,451293;6,4;2,34181;
2016-03-31;24,8;1015,06129;27,643279;6,2;2,210887;
2016-04-30;53;1015,056667;26,426111;6;1,80875;
2016-05-31;132,6;1017,234274;24,472177;7,7;2,25793;
2016-06-30;61,4;1019,335278;22,982361;7,1;2,57;
2016-07-31;93,8;1019,76129;22,586022;6,3;2,052285;
2016-08-31;69,6;1019,035484;22,892742;7,5;2,282661;
2016-09-30;26,2;1018,186769;23,804662;6,9;2,519964;
2016-10-31;87,6;1015,339247;24,868145;7,3;2,916398;
2016-11-30;null;1013,912778;25,146389;8,1;2,896806;
2016-12-31;null;1013,352151;26,255108;7,2;3,186156;
2017-01-31;null;null;26,579167;6,1;null;
2017-02-28;null;null;null;null;null;
2017-03-31;null;null;null;null;null;
2017-04-30;348,2;1014,985556;25,417917;8,1;2,021389;
2017-05-31;163,8;1016,753495;23,787231;7,6;1,937097;
2017-06-30;125,8;1018,881111;23,340278;5,7;1,887222;
2017-07-31;127;1023,444489;21,804032;9;2,362769;
2017-08-31;167,4;1019,548253;21,167742;8,3;2,18078;
2017-09-30;87,4;1021,362083;22,649583;7,4;2,531806;
2017-10-31;null;1015,992536;24,476;11,3;3,349013;
2017-11-30;194,4;null;24,915833;9,8;4,129167;
2017-12-31;277,2;null;25,520968;9,8;3,487903;
2018-01-31;40,4;null;26,487634;10,1;3,651344;
2018-02-28;228,4;1012,254784;26,27247;10;3,147768;
2018-03-31;38,8;1011,704704;26,592876;8,3;2,998521;
2018-04-30;227,8;1015,187778;24,606944;7,3;2,272639;
2018-05-31;168;1016,916532;23,55457;7,4;2,333871;
2018-06-30;138,4;1018,749722;22,673056;7,3;2,089583;
2018-07-31;68,8;1019,13414;21,78871;8,4;1,895027;
2018-08-31;37;1018,725;22,772177;8,9;2,700672;
2018-09-30;36,2;1015,796389;23,72125;10,1;3,96125;
2018-10-31;249,4;1013,887231;24,89785;13,3;3,879032;
2018-11-30;187,4;1013,877639;25,33875;9,9;3,631806;
2018-12-31;291,8;1013,063979;25,825538;10,2;4,163441;
2019-01-31;14,8;1015,037097;26,80578;9,9;3,247312;
2019-02-28;54,8;1011,904167;27,969196;8,8;3,662351;
2019-03-31;175;1012,754301;27,122446;8,2;3,239247;
2019-04-30;237,4;1013,019306;26,409583;6,9;2,266806;
2019-05-31;156,8;1014,186012;25,043155;8,9;1,956399;
2019-06-30;null;null;23,108594;6;null;
2019-07-31;74,4;1019,007124;22,147312;8,3;3,072715;
2019-08-31;153;1020,801075;22,29207;8,9;2,879704;
2019-09-30;73,4;1017,621667;23,273472;8,7;3,172917;
2019-10-31;100;1015,029839;24,676479;7,1;3,357392;
2019-11-30;62,8;1012,378056;25,696945;9,9;3,793611;
2019-12-31;51,6;1012,867473;26,249462;9,9;3,754032;
2020-01-31;167;1011,685081;26,557393;10,1;3,912097;
2020-02-29;15,4;1012,790086;27,157471;8,5;3,186063;
2020-03-31;289;1012,906183;25,705108;7,5;2,557392;
2020-04-30;387,8;1014,547917;25,120139;7,7;2,839445;
2020-05-31;null;null;23,855455;7,2;null;
2020-06-30;null;null;null;null;null;
2020-07-31;57,2;1018,48221;22,348997;7,6;2,340528;
2020-08-31;null;1019,01581;22,031955;8,8;3,10223;
2020-09-30;9,2;1017,57444;23,492497;9,3;3,233569;
2020-10-31;null;null;null;null;null;
2020-11-30;null;null;null;null;null;
2020-12-31;null;null;null;null;null;
2021-01-31;null;null;null;null;null;
2021-02-28;null;null;null;null;null;
2021-03-31;null;null;null;null;null;
2021-04-30;null;null;null;null;null;
2021-05-31;null;null;null;null;null;
2021-06-30;null;null;null;null;null;
2021-07-31;null;null;null;null;null;
2021-08-31;null;null;null;null;null;
2021-09-30;null;null;null;null;null;
2021-10-31;null;null;null;null;null;
2021-11-30;null;null;null;null;null;
2021-12-31;null;null;null;null;null;

